slno,vehicle_type,brand,model,engine_type,make_year,region,mileage_range,mileage,oil_filter,engine_oil,washer_plug_drain,dust_and_pollen_filter,whell_alignment_and_balancing,air_clean_filter,fuel_filter,spark_plug,brake_fluid,brake_and_clutch_oil,transmission_fluid,brake_pads,clutch,coolant,cost,vehicle_type_encoded
247,Car,honda,amaze,diesel,2016,mumbai,50000,51050,1,1,1,0,1,0,0,0,0,1,0,0,0,0,7200,0
248,Car,honda,amaze,diesel,2016,mumbai,50000,52000,1,1,1,0,1,0,0,0,0,1,0,0,0,0,6900,0
249,Car,honda,amaze,diesel,2016,mumbai,50000,49850,1,1,1,0,1,0,0,0,0,1,0,0,0,0,7000,0
250,Car,honda,amaze,diesel,2016,mumbai,50000,52500,1,1,1,0,1,0,0,0,0,1,0,0,0,0,7030,0
251,Car,honda,amaze,diesel,2016,mumbai,50000,47500,1,1,1,0,1,0,0,0,0,1,0,0,0,0,6930,0
252,Car,honda,amaze,diesel,2016,mumbai,50000,51250,1,1,1,0,1,0,0,0,0,1,0,0,0,0,6900,0
253,Car,honda,amaze,diesel,2016,mumbai,50000,50090,1,1,1,0,1,0,0,0,0,1,0,0,0,0,6750,0
254,Car,honda,amaze,diesel,2016,mumbai,50000,52100,1,1,1,0,1,0,0,0,0,1,0,0,0,0,6800,0
255,Car,honda,amaze,diesel,2016,mumbai,50000,51023,1,1,1,0,1,0,0,0,0,1,0,0,0,0,7150,0
256,Car,honda,amaze,diesel,2016,mumbai,50000,53909,1,1,1,0,1,0,0,0,0,1,0,0,0,0,7100,0
257,Car,honda,amaze,diesel,2016,mumbai,50000,54098,1,1,1,0,1,0,0,0,0,1,0,0,0,0,6950,0
258,Car,honda,amaze,diesel,2016,mumbai,50000,52345,1,1,1,0,1,0,0,0,0,1,0,0,0,0,8050,0
259,Car,honda,amaze,diesel,2016,mumbai,50000,51098,1,1,1,0,1,0,0,0,0,1,0,0,0,0,8100,0
260,Car,honda,amaze,diesel,2016,mumbai,50000,52342,1,1,1,0,1,0,0,0,0,1,0,0,0,0,8200,0
261,Car,honda,amaze,diesel,2016,mumbai,50000,51098,1,1,1,0,1,0,0,0,0,1,0,0,0,0,8000,0
262,Car,honda,amaze,diesel,2016,mumbai,50000,51231,1,1,1,0,1,0,0,0,0,1,0,0,0,0,9250,0
263,Car,honda,amaze,diesel,2016,mumbai,50000,50987,1,1,1,0,1,0,0,0,0,1,0,0,0,0,8900,0
264,Car,honda,amaze,diesel,2016,mumbai,50000,49878,1,1,1,0,0,0,0,0,0,1,0,0,0,0,9250,0
265,Car,honda,amaze,diesel,2016,mumbai,50000,50100,1,1,1,0,0,0,0,0,0,1,0,0,0,0,9000,0
266,Car,honda,amaze,diesel,2016,mumbai,60000,61580,1,1,1,0,0,1,1,0,1,0,1,0,0,0,7400,0
267,Car,honda,amaze,diesel,2016,mumbai,60000,60765,1,1,1,0,0,1,1,0,1,0,1,0,0,0,7250,0
268,Car,honda,amaze,diesel,2016,mumbai,60000,60272,1,1,1,0,0,1,1,0,1,0,1,0,0,0,7350,0
269,Car,honda,amaze,diesel,2016,mumbai,60000,60347,1,1,1,0,0,1,1,0,1,0,1,0,0,0,7300,0
270,Car,honda,amaze,diesel,2016,mumbai,60000,60322,1,1,1,0,0,1,1,0,1,0,1,0,0,0,7450,0
271,Car,honda,amaze,diesel,2016,mumbai,60000,60347,1,1,1,0,0,1,1,0,1,0,1,0,0,0,7600,0
272,Car,honda,amaze,diesel,2016,mumbai,60000,60473,1,1,1,0,0,1,1,0,1,0,1,0,0,0,7500,0
273,Car,honda,amaze,diesel,2016,mumbai,60000,61009,1,1,1,0,0,1,1,0,1,0,1,0,0,0,7290,0
274,Car,honda,amaze,diesel,2016,mumbai,60000,59498,1,1,1,0,0,1,1,0,1,0,1,0,0,0,7350,0
275,Car,honda,amaze,diesel,2016,mumbai,60000,57976,1,1,1,0,0,1,1,0,1,0,1,0,0,0,7400,0
276,Car,honda,amaze,diesel,2016,mumbai,60000,55789,1,1,1,0,0,1,1,0,1,0,1,0,0,0,7700,0
277,Car,honda,amaze,diesel,2016,mumbai,60000,61075,1,1,1,0,0,1,1,0,1,0,1,0,0,0,7250,0
278,Car,honda,amaze,diesel,2016,mumbai,60000,66098,1,1,1,0,0,1,1,0,1,0,1,0,0,0,7450,0
279,Car,honda,amaze,diesel,2016,mumbai,60000,60975,1,1,1,0,0,1,1,0,1,0,1,0,0,0,8400,0
280,Car,honda,amaze,diesel,2016,mumbai,60000,56094,1,1,1,0,0,1,1,0,1,0,1,0,0,0,8250,0
281,Car,honda,amaze,diesel,2016,mumbai,60000,54986,1,1,1,0,0,1,1,0,1,0,1,0,0,0,8200,0
282,Car,honda,amaze,diesel,2016,mumbai,60000,58342,1,1,1,0,0,1,1,0,1,0,1,0,0,0,8300,0
283,Car,honda,amaze,diesel,2016,mumbai,60000,58098,1,1,1,0,0,1,1,0,1,0,1,0,0,0,12000,0
284,Car,honda,amaze,diesel,2016,mumbai,60000,65093,1,1,1,0,0,1,1,0,1,0,1,0,0,0,11050,0
285,Car,honda,amaze,diesel,2016,mumbai,60000,60347,1,1,1,0,0,1,1,0,1,0,1,0,0,0,10500,0
286,Car,honda,amaze,diesel,2016,mumbai,60000,61372,1,1,1,0,0,1,1,0,1,0,1,0,0,0,11000,0
287,Car,honda,amaze,diesel,2016,mumbai,60000,60437,1,1,1,0,0,1,1,0,1,0,1,0,0,0,8200,0
288,Car,honda,amaze,diesel,2016,mumbai,70000,70262,1,1,1,0,1,0,0,0,1,1,1,1,0,0,8205,0
289,Car,honda,amaze,diesel,2016,mumbai,70000,70373,1,1,1,0,1,0,0,0,1,1,1,1,0,0,8350,0
290,Car,honda,amaze,diesel,2016,mumbai,70000,70764,1,1,1,0,1,0,0,0,1,1,1,1,0,0,8400,0
291,Car,honda,amaze,diesel,2016,mumbai,70000,70384,1,1,1,0,1,0,0,0,0,1,0,1,0,0,8200,0
292,Car,honda,amaze,diesel,2016,mumbai,70000,70976,1,1,1,0,1,0,0,0,0,1,0,1,0,0,8200,0
293,Car,honda,amaze,diesel,2016,mumbai,70000,71253,1,1,1,0,1,0,0,0,0,1,0,1,0,0,8250,0
294,Car,honda,amaze,diesel,2016,mumbai,70000,70311,1,1,1,0,1,0,0,0,0,1,0,1,0,0,8230,0
295,Car,honda,amaze,diesel,2016,mumbai,70000,70789,1,1,1,0,1,0,0,0,0,1,0,1,0,0,8100,0
296,Car,honda,amaze,diesel,2016,mumbai,70000,70098,1,1,1,0,1,0,0,0,0,1,0,1,0,0,8250,0
297,Car,honda,amaze,diesel,2016,mumbai,70000,69432,1,1,1,0,1,0,0,0,0,1,0,1,0,0,8300,0
298,Car,honda,amaze,diesel,2016,mumbai,70000,70894,1,1,1,0,1,0,0,0,0,1,0,1,0,0,8100,0
299,Car,honda,amaze,diesel,2016,mumbai,70000,70753,1,1,1,0,1,0,0,0,0,1,0,1,0,0,8250,0
300,Car,honda,amaze,diesel,2016,mumbai,70000,70756,1,1,1,0,1,0,0,0,0,1,0,1,0,0,9750,0
301,Car,honda,amaze,diesel,2016,mumbai,70000,70890,1,1,1,0,1,0,0,0,0,1,0,1,0,0,9300,0
302,Car,honda,amaze,diesel,2016,mumbai,70000,70473,1,1,1,0,1,0,0,0,0,1,0,1,0,0,9250,0
303,Car,honda,amaze,diesel,2016,mumbai,70000,70985,1,1,1,0,1,0,0,0,0,1,0,1,0,0,9500,0
304,Car,honda,amaze,diesel,2016,mumbai,70000,70342,1,1,1,0,1,0,0,0,0,1,0,1,1,1,13250,0
305,Car,honda,amaze,diesel,2016,mumbai,70000,70033,1,1,1,0,1,0,0,0,0,1,0,1,1,0,13450,0
306,Car,honda,amaze,diesel,2016,mumbai,70000,70653,1,1,1,0,1,0,0,0,0,1,0,1,1,1,12500,0
307,Car,honda,amaze,diesel,2016,mumbai,70000,70373,1,1,1,0,1,0,0,0,0,1,0,1,1,0,13000,0
308,Car,honda,amaze,diesel,2016,mumbai,80000,82238,1,1,1,0,0,1,1,0,0,0,0,0,0,0,9400,0
309,Car,honda,amaze,diesel,2016,mumbai,80000,89843,1,1,1,0,0,1,1,0,0,0,0,0,0,0,9550,0
310,Car,honda,amaze,diesel,2016,mumbai,80000,85347,1,1,1,0,0,1,1,0,0,0,0,0,0,0,9450,0
311,Car,honda,amaze,diesel,2016,mumbai,80000,82782,1,1,1,0,0,1,1,0,0,0,0,0,0,0,9350,0
312,Car,honda,amaze,diesel,2016,mumbai,80000,80238,1,1,1,0,0,1,1,0,0,0,0,0,0,0,9500,0
313,Car,honda,amaze,diesel,2016,mumbai,80000,88236,1,1,1,0,0,1,1,0,0,0,0,0,0,0,9700,0
314,Car,honda,amaze,diesel,2016,mumbai,80000,86235,1,1,1,0,0,1,1,0,0,0,0,0,0,0,9850,0
315,Car,honda,amaze,diesel,2016,mumbai,100000,117842,1,1,1,0,0,0,0,0,1,0,1,0,0,1,11250,0
316,Car,honda,amaze,diesel,2016,mumbai,100000,103282,1,1,1,0,0,0,0,0,1,0,1,0,0,1,11050,0
317,Car,honda,amaze,diesel,2016,mumbai,100000,102392,1,1,1,0,0,0,0,0,1,0,1,0,0,1,10500,0
318,Car,honda,amaze,diesel,2016,mumbai,100000,112722,1,1,1,0,0,0,0,0,1,0,1,0,0,1,10900,0
319,Car,honda,amaze,diesel,2016,mumbai,100000,90327,1,1,1,0,1,0,0,0,0,1,0,0,0,0,13000,0
320,Car,honda,amaze,diesel,2016,mumbai,100000,90272,1,1,1,0,1,0,0,0,0,1,0,0,0,1,13850,0
321,Car,honda,amaze,diesel,2016,mumbai,100000,90322,1,1,1,0,1,0,0,0,0,1,0,0,0,1,13500,0
322,Car,honda,amaze,diesel,2016,mumbai,100000,90998,1,1,1,0,1,0,0,0,0,1,0,0,0,0,14000,0
323,Car,honda,amaze,petrol,2017,chennai,10000,10327,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1410,0
324,Car,honda,amaze,petrol,2017,chennai,10000,10469,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1487,0
325,Car,honda,amaze,petrol,2017,chennai,10000,10548,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1497,0
326,Car,honda,amaze,petrol,2017,chennai,10000,10639,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1450,0
327,Car,honda,amaze,petrol,2017,chennai,10000,10341,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1479,0
328,Car,honda,amaze,petrol,2017,chennai,10000,10534,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1497,0
329,Car,honda,amaze,petrol,2017,chennai,10000,10231,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1500,0
330,Car,honda,amaze,petrol,2017,chennai,10000,10659,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1399,0
331,Car,honda,amaze,petrol,2017,chennai,10000,11236,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1499,0
332,Car,honda,amaze,petrol,2017,chennai,10000,10860,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1510,0
333,Car,honda,amaze,petrol,2017,chennai,10000,10457,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1550,0
334,Car,honda,amaze,petrol,2017,chennai,10000,11468,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1523,0
335,Car,honda,amaze,petrol,2017,chennai,10000,9075,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1482,0
336,Car,honda,amaze,petrol,2017,chennai,10000,10234,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1482,0
337,Car,honda,amaze,petrol,2017,chennai,10000,10647,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1830,0
338,Car,honda,amaze,petrol,2017,chennai,10000,9766,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1910,0
339,Car,honda,amaze,petrol,2017,chennai,10000,10647,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1838,0
340,Car,honda,amaze,petrol,2017,chennai,10000,10467,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1847,0
341,Car,honda,amaze,petrol,2017,chennai,10000,10654,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1862,0
342,Car,honda,amaze,petrol,2017,chennai,10000,11244,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1899,0
343,Car,honda,amaze,petrol,2017,chennai,10000,10326,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1890,0
344,Car,honda,amaze,petrol,2017,chennai,20000,20657,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3860,0
345,Car,honda,amaze,petrol,2017,chennai,20000,20732,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3999,0
346,Car,honda,amaze,petrol,2017,chennai,20000,20327,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3899,0
347,Car,honda,amaze,petrol,2017,chennai,20000,20474,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3821,0
348,Car,honda,amaze,petrol,2017,chennai,20000,20473,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3932,0
349,Car,honda,amaze,petrol,2017,chennai,20000,20436,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3829,0
350,Car,honda,amaze,petrol,2017,chennai,20000,20859,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3997,0
351,Car,honda,amaze,petrol,2017,chennai,20000,20908,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3964,0
352,Car,honda,amaze,petrol,2017,chennai,20000,21382,1,1,1,0,0,1,0,0,0,0,0,0,0,0,4100,0
353,Car,honda,amaze,petrol,2017,chennai,20000,19732,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3973,0
354,Car,honda,amaze,petrol,2017,chennai,20000,20823,1,1,1,0,1,1,0,0,0,0,0,0,0,0,3974,0
355,Car,honda,amaze,petrol,2017,chennai,20000,20373,1,1,1,0,1,1,0,0,0,0,0,0,0,0,3982,0
356,Car,honda,amaze,petrol,2017,chennai,20000,20472,1,1,1,0,1,1,0,0,0,0,0,0,0,0,3836,0
357,Car,honda,amaze,petrol,2017,chennai,20000,19236,1,1,1,0,1,1,0,0,0,0,0,0,0,0,3897,0
358,Car,honda,amaze,petrol,2017,chennai,20000,20274,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3977,0
359,Car,honda,amaze,petrol,2017,chennai,20000,20769,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3999,0
360,Car,honda,amaze,petrol,2017,chennai,20000,20579,1,1,1,0,1,1,0,0,0,0,0,0,0,0,4030,0
361,Car,honda,amaze,petrol,2017,chennai,20000,21732,1,1,1,0,0,1,0,0,0,0,0,0,0,0,4020,0
362,Car,honda,amaze,petrol,2017,chennai,20000,20437,1,1,1,0,0,1,0,0,0,0,0,0,0,0,4099,0
363,Car,honda,amaze,petrol,2017,chennai,20000,20756,1,1,1,0,0,1,0,0,0,0,0,0,0,0,4074,0
364,Car,honda,amaze,petrol,2017,chennai,30000,30832,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4410,0
365,Car,honda,amaze,petrol,2017,chennai,30000,30272,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4500,0
366,Car,honda,amaze,petrol,2017,chennai,30000,30597,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4489,0
367,Car,honda,amaze,petrol,2017,chennai,30000,31820,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4799,0
368,Car,honda,amaze,petrol,2017,chennai,30000,30317,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4599,0
369,Car,honda,amaze,petrol,2017,chennai,30000,30328,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4399,0
370,Car,honda,amaze,petrol,2017,chennai,30000,30372,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4389,0
371,Car,honda,amaze,petrol,2017,chennai,30000,29633,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4454,0
372,Car,honda,amaze,petrol,2017,chennai,30000,30286,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4487,0
373,Car,honda,amaze,petrol,2017,chennai,30000,30382,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4483,0
374,Car,honda,amaze,petrol,2017,chennai,30000,30211,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4478,0
375,Car,honda,amaze,petrol,2017,chennai,30000,30742,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4449,0
376,Car,honda,amaze,petrol,2017,chennai,30000,30986,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4920,0
377,Car,honda,amaze,petrol,2017,chennai,30000,30238,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4910,0
378,Car,honda,amaze,petrol,2017,chennai,30000,30328,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4999,0
379,Car,honda,amaze,petrol,2017,chennai,30000,30248,1,1,1,0,0,0,1,0,0,0,0,0,0,0,4899,0
380,Car,honda,amaze,petrol,2017,chennai,30000,31722,1,1,1,0,0,0,1,0,0,0,0,0,0,0,5100,0
381,Car,honda,amaze,petrol,2017,chennai,30000,30827,1,1,1,0,0,0,1,0,0,0,0,0,0,0,5099,0
382,Car,honda,amaze,petrol,2017,chennai,30000,30238,1,1,1,0,0,0,1,0,0,0,0,0,0,0,5189,0
383,Car,honda,amaze,petrol,2017,chennai,30000,30278,1,1,1,0,0,0,1,0,0,0,0,0,0,0,5149,0
384,Car,honda,amaze,petrol,2017,chennai,40000,40279,1,1,1,0,0,1,0,1,0,1,0,0,0,0,5200,0
385,Car,honda,amaze,petrol,2017,chennai,40000,40379,1,1,1,0,0,1,0,1,0,1,0,0,0,0,5199,0
386,Car,honda,amaze,petrol,2017,chennai,40000,42082,1,1,1,0,0,1,0,1,0,1,0,0,0,0,5299,0
387,Car,honda,amaze,petrol,2017,chennai,40000,40272,1,1,1,0,0,1,0,1,0,1,0,0,0,0,5289,0
388,Car,honda,amaze,petrol,2017,chennai,40000,40733,1,1,1,0,0,1,0,1,0,1,0,0,0,0,5249,0
389,Car,honda,amaze,petrol,2017,chennai,40000,41382,1,1,1,0,0,1,0,1,0,1,0,0,0,0,5399,0
390,Car,honda,amaze,petrol,2017,chennai,40000,40289,1,1,1,0,0,1,0,1,0,1,0,0,0,0,5310,0
391,Car,honda,amaze,petrol,2017,chennai,40000,39236,1,1,1,0,0,1,0,1,0,1,0,0,0,0,5329,0
392,Car,honda,amaze,petrol,2017,chennai,40000,40722,1,1,1,0,0,1,0,1,0,1,0,0,0,0,5392,0
393,Car,honda,amaze,petrol,2017,chennai,40000,40283,1,1,1,0,0,1,0,1,0,1,0,0,0,0,5374,0
394,Car,honda,amaze,petrol,2017,chennai,40000,40287,1,1,1,0,0,1,0,1,0,1,0,0,0,0,5399,0
395,Car,honda,amaze,petrol,2017,chennai,40000,39723,1,1,1,0,0,1,0,1,0,1,0,0,0,0,5319,0
396,Car,honda,amaze,petrol,2017,chennai,40000,41372,1,1,1,0,0,1,0,1,0,1,0,0,0,0,5378,0
397,Car,honda,amaze,petrol,2017,chennai,40000,40427,1,1,1,0,0,1,0,1,0,1,0,0,0,0,5400,0
398,Car,honda,amaze,petrol,2017,chennai,40000,40282,1,1,1,0,0,1,0,1,0,1,0,0,0,0,5789,0
399,Car,honda,amaze,petrol,2017,chennai,40000,40797,1,1,1,0,0,1,0,1,0,1,0,0,0,0,5699,0
400,Car,honda,amaze,petrol,2017,chennai,40000,40775,1,1,1,0,0,1,0,1,0,1,0,0,0,0,5719,0
401,Car,honda,amaze,petrol,2017,chennai,40000,40487,1,1,1,0,0,1,0,1,0,1,0,0,0,0,5723,0
402,Car,honda,amaze,petrol,2017,chennai,40000,40795,1,1,1,0,0,1,0,1,0,1,0,0,0,0,5800,0
403,Car,honda,amaze,petrol,2017,chennai,40000,40479,1,1,1,0,0,1,0,1,0,1,0,0,0,0,5749,0
404,Car,honda,amaze,petrol,2017,chennai,50000,50392,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4560,0
405,Car,honda,amaze,petrol,2017,chennai,50000,52100,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4600,0
406,Car,honda,amaze,petrol,2017,chennai,50000,51023,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4599,0
407,Car,honda,amaze,petrol,2017,chennai,50000,53909,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4589,0
408,Car,honda,amaze,petrol,2017,chennai,50000,54098,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4579,0
409,Car,honda,amaze,petrol,2017,chennai,50000,50438,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4569,0
410,Car,honda,amaze,petrol,2017,chennai,50000,51832,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4559,0
411,Car,honda,amaze,petrol,2017,chennai,50000,49732,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4579,0
412,Car,honda,amaze,petrol,2017,chennai,50000,49028,1,1,1,0,0,0,0,0,0,0,0,1,0,0,4584,0
413,Car,honda,amaze,petrol,2017,chennai,50000,50373,1,1,1,0,0,0,0,0,0,0,0,1,0,0,4597,0
414,Car,honda,amaze,petrol,2017,chennai,50000,50342,1,1,1,0,0,0,0,0,0,0,0,1,0,0,4573,0
415,Car,honda,amaze,petrol,2017,chennai,50000,50384,1,1,1,0,0,0,0,0,0,0,0,1,0,0,4586,0
416,Car,honda,amaze,petrol,2017,chennai,50000,50878,1,1,1,0,0,0,0,0,0,0,0,1,0,0,4588,0
417,Car,honda,amaze,petrol,2017,chennai,50000,50754,1,1,1,0,0,0,0,0,0,0,0,1,0,0,4799,0
418,Car,honda,amaze,petrol,2017,chennai,50000,51437,1,1,1,0,0,0,0,0,0,0,0,1,0,0,4789,0
419,Car,honda,amaze,petrol,2017,chennai,50000,50347,1,1,1,0,1,0,0,0,0,0,0,1,0,0,4800,0
420,Car,honda,amaze,petrol,2017,chennai,50000,50354,1,1,1,0,1,0,0,0,0,0,0,1,0,0,4796,0
421,Car,honda,amaze,petrol,2017,chennai,50000,50578,1,1,1,0,0,0,0,0,0,0,0,1,0,0,5899,0
422,Car,honda,amaze,petrol,2017,chennai,50000,50896,1,1,1,0,1,0,0,0,0,0,0,1,0,0,5799,0
423,Car,honda,amaze,petrol,2017,chennai,50000,50373,1,1,1,0,0,0,0,0,0,0,0,1,0,0,5749,0
424,Car,honda,amaze,petrol,2017,chennai,60000,60292,1,1,1,0,0,1,0,0,1,0,1,1,1,0,6890,0
425,Car,honda,amaze,petrol,2017,chennai,60000,60383,1,1,1,0,0,1,0,0,1,0,1,1,1,0,6899,0
426,Car,honda,amaze,petrol,2017,chennai,60000,60437,1,1,1,0,0,1,0,0,1,0,1,1,1,0,6800,0
427,Car,honda,amaze,petrol,2017,chennai,60000,60232,1,1,1,0,0,1,0,0,1,0,1,1,1,0,6799,0
428,Car,honda,amaze,petrol,2017,chennai,60000,60383,1,1,1,0,0,1,0,0,1,0,1,1,1,0,6820,0
429,Car,honda,amaze,petrol,2017,chennai,60000,60332,1,1,1,0,0,1,0,0,1,0,1,1,1,0,6830,0
430,Car,honda,amaze,petrol,2017,chennai,60000,60427,1,1,1,0,0,1,0,0,1,0,1,1,1,0,6859,0
431,Car,honda,amaze,petrol,2017,chennai,60000,60349,1,1,1,0,0,1,0,0,1,0,1,1,1,0,6849,0
432,Car,honda,amaze,petrol,2017,chennai,60000,60374,1,1,1,0,0,1,0,0,1,0,1,0,1,0,6900,0
433,Car,honda,amaze,petrol,2017,chennai,60000,60694,1,1,1,0,0,1,0,0,1,0,1,0,1,0,6888,0
434,Car,honda,amaze,petrol,2017,chennai,60000,61379,1,1,1,0,0,1,0,0,1,0,1,0,1,0,6789,0
435,Car,honda,amaze,petrol,2017,chennai,60000,59262,1,1,1,0,0,1,0,0,1,0,1,0,1,0,6839,0
436,Car,honda,amaze,petrol,2017,chennai,60000,60347,1,1,1,0,0,1,0,0,1,0,1,0,1,0,6949,0
437,Car,honda,amaze,petrol,2017,chennai,60000,60544,1,1,1,0,0,1,0,0,1,0,1,0,1,0,6899,0
438,Car,honda,amaze,petrol,2017,chennai,60000,61322,1,1,1,0,0,1,0,0,1,0,1,0,1,0,6890,0
439,Car,honda,amaze,petrol,2017,chennai,60000,60548,1,1,1,0,0,1,1,0,1,0,1,0,1,0,6910,0
440,Car,honda,amaze,petrol,2017,chennai,60000,62289,1,1,1,0,0,1,1,0,1,0,1,0,1,0,6999,0
441,Car,honda,amaze,petrol,2017,chennai,60000,60343,1,1,1,0,0,1,1,0,1,0,1,0,1,0,6989,0
442,Car,honda,amaze,petrol,2017,chennai,60000,60437,1,1,1,0,0,1,1,0,1,0,1,0,1,0,6900,0
443,Car,honda,amaze,petrol,2017,chennai,60000,60353,1,1,1,0,0,1,0,0,1,0,1,0,1,0,6910,0
444,Car,honda,amaze,petrol,2017,chennai,70000,70347,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1499,0
445,Car,honda,amaze,petrol,2017,chennai,70000,70547,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1469,0
446,Car,honda,amaze,petrol,2017,chennai,70000,70483,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1450,0
447,Car,honda,amaze,petrol,2017,chennai,70000,70785,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1479,0
448,Car,honda,amaze,petrol,2017,chennai,70000,71032,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1497,0
449,Car,honda,amaze,petrol,2017,chennai,70000,71372,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1500,0
450,Car,honda,amaze,petrol,2017,chennai,70000,70321,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1399,0
451,Car,honda,amaze,petrol,2017,chennai,70000,70232,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1499,0
452,Car,honda,amaze,petrol,2017,chennai,70000,69322,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1510,0
453,Car,honda,amaze,petrol,2017,chennai,70000,70237,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1550,0
454,Car,honda,amaze,petrol,2017,chennai,70000,70327,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1523,0
455,Car,honda,amaze,petrol,2017,chennai,70000,71326,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1600,0
456,Car,honda,amaze,petrol,2017,chennai,70000,70237,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1599,0
457,Car,honda,amaze,petrol,2017,chennai,70000,70895,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1610,0
458,Car,honda,amaze,petrol,2017,chennai,70000,69923,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1620,0
459,Car,honda,amaze,petrol,2017,chennai,70000,69090,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1623,0
460,Car,honda,amaze,petrol,2017,chennai,70000,70327,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1799,0
461,Car,honda,amaze,petrol,2017,chennai,70000,70328,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1800,0
462,Car,honda,amaze,petrol,2017,chennai,70000,70685,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1899,0
463,Car,honda,amaze,petrol,2017,chennai,70000,70745,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1910,0
464,Car,honda,amaze,petrol,2017,chennai,80000,82028,1,1,1,0,0,1,1,1,0,0,0,0,0,0,5399,0
465,Car,honda,amaze,petrol,2017,chennai,80000,84722,1,1,1,0,0,1,1,1,0,0,0,0,0,0,5319,0
466,Car,honda,amaze,petrol,2017,chennai,80000,88431,1,1,1,0,0,1,1,1,0,0,0,0,0,0,5378,0
467,Car,honda,amaze,petrol,2017,chennai,80000,86222,1,1,1,0,0,1,1,1,0,0,0,0,0,0,5400,0
468,Car,honda,amaze,petrol,2017,chennai,80000,89233,1,1,1,0,0,1,1,1,0,1,0,0,0,0,5789,0
